Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temperature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Vegetable,Capsicum annuum / Capsicum sp.,25,5,20,0.3,4,6000,60,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Mediterranean region"",""Southwestern United States"",""India""]","[""Start summer"",""Autumn"",""Spring""]",40,35,50,24,"[""NPK fertilizer"",""Compost""]",4,24,18,1,capsicum annuum / capsicum sp.
Perennial,Caesalpinia gilliesii,20,5,18,0.3,3,3600,50,"[""Sandy loam"",""Well-drained soil""]","[""Southwestern United States"",""Central and South America""]","[""Late spring"",""Summer""]",40,40,20,48,"[""Slow-release fertilizer"",""Organic compost""]",6,96,36,0.5,caesalpinia gilliesii
Herb,Spilanthes oleraceae,25,5,20,0.3,3,8000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",40,35,20,48,"[""Compost"",""Organic liquid fertilizer""]",4,20,12,0.5,spilanthes oleraceae
Herb,Pogostemon heyneanus,25,5,20,0.3,3,3600,70,"[""Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",30,35,10,48,"[""Liquid fertilizer"",""Organic compost""]",4,12,24,0.5,pogostemon heyneanus
Perennial Flower,Lychnis Viscaria,15-25,2-4,12-18,0.2-0.3,3-5,2400-2800,40-60,"[""Well-drained"",""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,10,48,"[""Organic compost"",""All-purpose liquid fertilizer""]",4-6,24,12,0.25,lychnis viscaria
Perennial,Pelargonium sp.,20,5,18,0.4,3,18000,60,"[""Sandy loam"",""Loam"",""Clay""]","[""Mediterranean region"",""South Africa"",""Australia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,24,24,1.5,pelargonium sp.
Truffle,Tuber melanosporum,15,3,12,0.4,2,3000,70,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""France"",""Spain"",""Italy"",""Australia""]","[""Start of winter"",""Late autumn""]",40,35,20,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,8,12,4,tuber melanosporum
Vegetable,Allium porrum var. sectivum,20,5,15,0.4,3,3000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Fall""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,allium porrum var. sectivum
Grass,Melica sp.,20,5,15,0.3,2,300,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climate zones""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,1,melica sp.
Tree,Diospyros virginiana,20,5,15,0.3,3,6000,60,"[""Loam"",""Clay"",""Silt""]","[""Eastern United States"",""Midwestern United States""]","[""Spring"",""Summer"",""Fall""]",40,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,60,120,6,diospyros virginiana
Climbing Vine,Anredera spec.,25,5,20,0.4,3,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,20,48,"[""Organic compost"",""Balanced NPK fertilizer""]",4,120,36,1,anredera spec.
Herb,Parsley,10-25,2-5,10-20,0.2-0.4,4-6,24000-30000,40-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",30,30,15,48-72,"[""Nitrogen-rich fertilizers"",""Compost""]",4-6,18,12,0.2,petroselinum crispum convar. radicosum
Shrub,Evonymus europaea,15,5,12,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",50,35,100,48,"[""NPK 10-10-10"",""Organic compost""]",4,96,144,1,evonymus europaea
Perennial,Caesalpinia pulcherima,25,5,28,0.4,3,3600,60,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round in tropical regions"",""Spring to fall in subtropical regions""]",40,40,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,120,36,0.5,caesalpinia pulcherima
Tree,Schinus molle,20,5,15,0.3,3,24000,60,"[""Sandy"",""Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release fertilizer""]",8,360,1000,0.5,schinus molle
Shrub,Philadelphus x lemoinei,20,5,15,0.3,3,3600,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Sun to partial shade""]","[""Spring"",""Summer""]",40,35,20,48,"[""Slow-release fertilizer"",""Organic compost""]",8,72,576,1,philadelphus x lemoinei
Perennial,Cardaria Draba,20,5,15,0.3,3,3600,50,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1.5,cardaria draba
Flowering plant,Paeonia mascula,20,5,15,0.4,3,30000,50,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean region"",""Central Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,18,2,paeonia mascula
Fruit Tree,Prunus Persica,25,5,18,0.3,4,3000,60,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",40,35,30,48,"[""NPK 10-10-10"",""Compost""]",4,180,100,2,prunus persica
Herbaceous Perennial,Rungia klossii,25.6,8.9,23.4,0.25,3.2,23400,78,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,38,40,48,"[""NPK fertilizers"",""Organic compost""]",4,10,12,0.5,rungia klossii
Shrub,Staphylea pinnata,20,5,18,0.4,2,300,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,120,36,2,staphylea pinnata
Cactus,Hylocereus Undatus,25,10,20,0.3,5,18000,60,"[""Sandy loam"",""Well-drained soil""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Spring""]",40,35,50,48,"[""NPK 20-20-20"",""Organic compost""]",6,120,36,1,hylocereus undatus
Legume,Lathyrus Sativus,25,5,20,0.3,3,3600,60,"[""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,10,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,12,2,lathyrus sativus
Perennial,Lathyrus latifolius,15,5,12,0.25,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,60,24,2,lathyrus latifolius
Herb,Monita perfoliata,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Start summer"",""Rainy season""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,12,24,1,monita perfoliata
Herbaceous plant,Montia perfoliata,20,5,18,0.3,3,24000,60,"[""Loam"",""Clay"",""Silt""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,35,10,48,"[""Compost"",""Organic liquid fertilizer""]",2,8,12,0.5,montia perfoliata
Shrub,Vaccinium vitis-idaea,10,5,8,0.3,3,600,60,"[""Sandy loam"",""Peat moss"",""Humus""]","[""Northern Europe"",""North America"",""Russia""]","[""Spring"",""Summer"",""Fall""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,12,24,0.5,vaccinium vitis-idaea
Flowering Plant,Primula x spec.,10-21°C,2-5 mm,8-15°C,0.2-0.4 m³/m³,2-4 mm/day,4-6 hours,40-60%,"[""Loamy"",""Sandy"",""Clayey""]","[""Temperate regions"",""Woodlands"",""Garden beds""]","[""Spring"",""Summer"",""Early Fall""]",20 km/h,25°C,10 mm,Every 2-3 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,8-12 inches,12-18 inches,0.25-0.5 inches,primula x spec.
Climber,Ipomoea Indica,25,5,20,0.3,3,30000,70,"[""Sandy loam"",""Loamy soil"",""Clay soil""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,120,24,2,ipomoea indica
Perennial,Callirhoe involucrata,25,5,20,0.3,3,3000,50,"[""Loam"",""Sandy Loam""]","[""North America"",""South America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Compost"",""Organic Fertilizer""]",8,24,12,0.5,callirhoe involvulcrata
Shrub,Solanum aviculare,20,5,18,0.3,4,300,60,"[""Loam"",""Sandy loam""]","[""Coastal regions"",""Mild climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""Organic compost"",""Slow-release fertilizer""]",8,60,36,0.5,solanum aviculare
Fruit Tree,Cydonia oblonga,15,5,10,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""North America"",""Europe""]","[""Spring"",""Summer""]",40,40,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,240,100,2,cydonia oblonga
Herbaceous perennial,Tanacetum vulgare var. crispum,18,5,15,0.4,3,18000,60,"[""Sandy loam"",""Loamy sand""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,36,24,0.25,tanacetum vulgare var. crispum
Herbaceous,Lapsana communis,15,5,18,0.35,2,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,lapsana communis
Flowering Plant,Guizotia Abyssinica,25,5,22,0.2,4,6000,60,"[""Loamy"",""Sandy""]","[""India"",""Ethiopia"",""Kenya""]","[""Summer"",""Monsoon""]",30,40,30,48,"[""NPK"",""Organic compost""]",4,24,12,2,guizotia abyssinica
Annual,Brassica napus var. napus f. annua,10-25,2-5,8-20,0.2-0.4,4-8,18000-22000,40-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30-50,30-35,50-100,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,24-36,12-18,0.5-1,brassica napus var. napus f. annua
Flowering Plant,Campanula rapunculus,15-20,5-10,10-15,0.3-0.4,4-6,24000-26000,40-60,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",30,28,30,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4-6,24,12,0.25,campanula rapunculus
Tree,Sapindus Mukorossi,25.6,2.5,22.3,0.35,3.2,32000,65,"[""Loamy"",""Sandy Loam""]","[""Himalayan region"",""Northern India"",""Southeast Asia""]","[""Spring"",""Summer""]",40,42,50,48,"[""Organic compost"",""NPK fertilizer""]",8,480,1200,1,sapindus mukorossi
Tree Plant,Samanea Saman,25,10,28,0.4,5,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,40,50,24,"[""Organic fertilizer"",""Slow-release fertilizer""]",8,60,200,2,samanea saman
Perennial,Peristrophe Speciosa,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Late spring"",""Summer""]",40,35,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,48,36,0.25,peristrophe speciosa
Fungi,Ganoderma lucidum,22 °C,5 mm,25 °C,0.4 m³/m³,3 mm/day,600 seconds,70%,"[""Loamy"",""Sandy"",""Clayey""]","[""Asia"",""North America"",""Europe""]","[""Start of summer"",""Autumn"",""Spring""]",15 km/h,35 °C,50 mm,48 hours,"[""Organic compost"",""Wood ash""]",4 weeks,8 in,12 in,2 in,ganoderma lucidum
Perennial Herbaceous Plant,Rheum sp.,18,5,15,0.3,4,30000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate Regions"",""Cool Climate Zones""]","[""Spring"",""Summer""]",40,35,50,48,"[""Organic Compost"",""Slow-release Fertilizer""]",4,48,24,0.5,rheum sp.
Shrub,Rhododendron sp.,18,5,15,0.4,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mountainous areas""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4,120,36,0.5,rhododendron sp.
Flowering Plant,Consolida Regalis,20,5,15,0.4,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Sunny fields"",""Gardens"",""Meadows""]","[""Late spring"",""Summer""]",30,35,30,24,"[""NPK 10-10-10"",""Bone meal"",""Compost""]",4,36,12,0.5,consolida regalis
Flower,Consolida ajacis,20,5,15,0.3,3,6000,50,"[""Loam"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",20,35,20,24,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.5,consolida ajacis
Perennial,Delphinium oxysepalum,15,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mountainous areas""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",8,36,12,0.5,delphinium oxysepalum
Grass,Secale multicaule,20,5,15,0.3,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Cool climates""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,24,12,2,secale multicaule
Aquatic Perennial Herb,Typha angustifolia,20,5,18,0.8,3,3600,70,"[""Loam"",""Clay"",""Silt""]","[""Wetlands"",""Ponds"",""Marshes""]","[""Spring"",""Summer"",""Fall""]",20,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,36,2,typha angustifolia
Perennial,Typha shuttleworthii,22,5,18,0.4,4,24000,70,"[""Sandy loam"",""Clay loam"",""Peat soil""]","[""Wetlands"",""Marshes"",""Ponds""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",6,60,24,2,typha shuttleworthii
Flowering Plant,Rosa Pendulina,15,5,18,0.3,3,30000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,35,50,48,"[""Organic Fertilizer"",""Slow-release Fertilizer""]",4,36,144,2,rosa pendulina
Shrub,Rosa canina var. andegavensis,20,5,15,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""Western Asia""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,60,36,1,rosa canina var. andegavensis
Perennial,Rosa Villosa,15,2,20,0.4,3,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic fertilizer"",""Rose-specific fertilizer""]",4,60,24,1,rosa villosa
Perennial shrub,Rosa pimpinellifolia,20,5,15,0.3,4,300,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Europe"",""Asia"",""North America""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,36,24,0.5,rosa pimpinellifolia
Flowering Plant,Rosa Borboniana,20°C,5 mm,18°C,0.3 m³/m³,3 mm/day,180 seconds,60%,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",40 km/h,35°C,30 mm,48 hours,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks,48 inches,24 square inches,1 inch,rosa borboniana
Shrub,Rosa x damascena,20,5,18,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Middle East"",""Balkans""]","[""Spring"",""Summer""]",50,35,20,24,"[""Organic compost"",""Rose fertilizer""]",4,48,36,2,rosa x damascena
Perennial,Rosa gallica var. officinalis,20,5,18,0.4,3,5000,60,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Mediterranean region"",""Central Europe"",""Western Asia""]","[""Spring"",""Summer""]",40,35,50,48,"[""Organic compost"",""Rose fertilizer""]",4,48,36,2,rosa gallica var. officinalis
Flowering Plant,Rosa Agrestis,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK fertilizers"",""Organic compost""]",4,36,24,1,rosa agrestis
Shrub,Rosa rugosa,10,5,15,0.4,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Coastal regions"",""Temperate zones""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,96,36,4,rosa rugosa
Flowering Shrub,Rosa elliptica,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Temperate regions with mild winters""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,60,36,2,rosa elliptica
Perennial,Rosa Micrantha,22,5,18,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Moderate rainfall areas""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,60,36,1,rosa micrantha
Perennial,Rosa arvensis,20,5,18,0.3,2,6000,60,"[""Well-drained sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",6,48,24,0.5,rosa arvensis
Flowering plant,Rosa laxa,20,5,18,0.3,3,7200,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Eastern Europe"",""Caucasus""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,48,36,2,rosa laxa
Perennial,Rosa vosagiaca,18,5,15,0.3,3,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mountainous areas""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,48,24,2,rosa vosagiaca
Shrub,Rosa Rubiginosa,20,5,15,0.3,2,5000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,180,48,1,rosa rubiginosa
Flowering plant,Rosa majalis,10-25,5-20,15-20,0.2-0.4,2-5,2400-2800,40-60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",30,30,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,36-48,24-36,2-3,rosa majalis
Flowering Plant,Rosa sp.,15-25,5-10,15-20,0.3-0.5,3-5,18000-20000,40-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",60-80,35-40,50-100,24-48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,36-48,24-36,1-2,rosa sp.
Fruit Tree,Syzygium jambos,25,10,20,0.3,5,3000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Tropical Regions"",""Subtropical Regions""]","[""Year-round"",""Start of Summer""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",8,240,10000,6,syzygium jambos
Perennial herb,Rhodiola rosea,10,5,15,0.4,3,6000,60,"[""Well-drained sandy loam"",""Rocky soil""]","[""Mountainous regions"",""Arctic regions""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Organic compost"",""Slow-release balanced fertilizer""]",4,20,12,0.2,rhodiola rosea
Herb,Rosmarinus officinalis,20,5,15,0.3,3,300,60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean"",""California"",""Texas""]","[""Spring"",""Summer"",""Fall""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Fish Emulsion""]",4,36,24,0.5,rosmarinus officinalis
Herb,Rosmarinus angustifolia,15,5,18,0.3,2,600,60,"[""Sandy loam"",""Well-drained soil""]","[""Mediterranean region"",""California"",""Southern Europe""]","[""Spring"",""Summer""]",30,35,30,48,"[""NPK fertilizer"",""Compost""]",4,36,12,0.25,rosmarinus angustifolia
Tree,Aesculus spec.,15-25,5-10,10-20,0.2-0.3,3-5,2400-2800,40-60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,50,24,"[""10-10-10"",""14-14-14"",""NPK""]",4-6,40-60,100,2,aesculus spec.
Deciduous Tree,Fagus sylvatica,10,5,15,0.3,3,18000,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",60,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,100,400,2,fagus sylvatica
Vegetable,Beta vulgaris var. vulgaris,18,5,15,0.3,3,3600,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean climate regions"",""Temperate regions""]","[""Spring"",""Autumn""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,0.5,beta vulgaris var. vulgaris
Vegetable,Brassica napus ssp. napobrassica,20,5,15,0.2,3,600,60,"[""Loamy"",""Sandy""]","[""Temperate regions"",""Cool climates""]","[""Late spring"",""Early summer"",""Autumn""]",40,30,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,brassica napus ssp. napobrassica
Vegetable,Brassica rapa ssp. rapa,22,5,18,0.3,4,24000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Fall""]",40,35,20,48,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",2,24,12,0.5,brassica rapa ssp. rapa
Perennial,Geranium robertianum,15,2,10,0.3,4,18000,60,"[""Sandy loam"",""Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Compost""]",4,12,12,0.2,geranium robertianum
Flowering plant,Crocus sativus,20,5,15,0.3,2,18000,60,"[""Loamy"",""Sandy""]","[""Mediterranean region"",""Central Asia""]","[""Autumn""]",30,40,20,48,"[""Organic compost"",""Bone meal""]",4,8,6,3,crocus sativus
Perennial,Salvia repens var. repens,25,5,20,0.4,3,24000,60,"[""Loam"",""Sandy Loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK 10-10-10"",""Organic Compost""]",4,12,12,0.25,salvia repens var. repens
