Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),Maximum area this plant require (inches),Soil depth for sowing (inches),Plant name
Vegetable,Côte de bette à cardes multicolores,15-25,5-10,10-15,0.15-0.25,4-6,240-300,60-70,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""Mediterranean region"",""Coastal areas"",""Moderate climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""Organic compost"",""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4-6,24,12,0.5,"côte de bette à cardes multicolores
le sachet de +/- 100 graines"
Vegetable,côte de bette à cardes jaunes bright yellow,20,5,15,0.3,4,300,60,"[""loamy soil"",""sandy soil""]","[""Mediterranean region"",""temperate regions""]","[""Spring"",""Summer"",""Autumn""]",50,35,20,2-3,"[""compost"",""organic fertilizer""]",4-6,36,12,1,"côte de bette à cardes jaunes bright yellow
le sachet de +/- 100 graines"
Vegetable,Côte de Bette Lucullus,20,5,15,0.3,4,18000,60,"[""Loamy soil"",""Sandy soil""]","[""Mediterranean region"",""Southwestern United States""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-based fertilizer""]",4,24,12,0.5,"côte de bette lucullus
le sachet de +/- 100 graines"
Vegetable,Côte de Bette Orange 'Coucher de Soleil',20,5,18,0.4,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Starts in late spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Nitrogen-rich fertilizer""]",4,24,12,1,"côte de bette orange ""coucher de soleil""
le sachet de +/- 70 graines"
Leafy Vegetable,Côte de bette verte à cardes blanches,20,5,18,0.3,3,24000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean Region"",""Temperate Climate""]","[""Start of Summer"",""Spring"",""Autumn""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,"côte de bette verte à cardes blanches
le sachet de +/- 100 graines"
Vegetable,Tétragone Cornue,18,5,15,0.3,4,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.5,tétragone cornue
Herb,Cerfeuil tubéreux,18,5,15,0.4,3,24000,50,"[""Loam"",""Sandy loam""]","[""Mediterranean climates"",""Temperate climates""]","[""Spring"",""Autumn""]",50,32,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,"cerfeuil tubéreux
le sachet de +/- 135 graines"
Vegetable,Navet de Croissy,15,5,12,0.3,3,2400,70,"[""Loamy"",""Sandy""]","[""France"",""Europe"",""North America""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,12,0.5,"navet de croissy
le sachet de +/- 1000 graines"
Vegetable,Navet de Milan à forcer à collet rose,15,5,12,0.3,3,3600,70,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Autumn""]",30,30,20,48,"[""NPK fertilizer"",""Compost""]",2,12,8,0.5,"navet de milan à forcer à collet rose
le sachet de +/- 1000 graines"
Vegetable,Navet des Vertus Marteau,18,5,15,0.3,4,3600,60,"[""Sandy loam"",""Loamy sand"",""Silt loam""]","[""Temperate regions"",""Mediterranean regions"",""Cool climates""]","[""Spring"",""Autumn""]",40,35,30,48,"[""NPK fertilizer"",""Organic compost""]",3,12,6,0.5,"navet des vertus marteau
le sachet de +/- 1000 graines"
Vegetable,Navet Boule d'Or,18.5,3.2,15.8,0.35,4.7,26400,65,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Fall""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.4,"navet boule d'or
le sachet de +/- 1040 graines"
Vegetable,Navet de Nancy,10-20,2-5,10-15,0.2-0.4,2-4,3000-3500,40-70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Cool temperate regions"",""Mild temperate regions""]","[""Spring"",""Fall""]",25,35,20,24-48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",4-6,12-18,4-6,0.5-1,"navet de nancy
le sachet de +/- 1000 graines"
Vegetable,Navet Noir Long d'Hiver,-5,2.5,8,0.25,2,18000,60,"[""Loamy"",""Sandy""]","[""France"",""Belgium"",""Canada""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Potassium""]",2,12,10,0.5,"navet noir long d'hiver
le sachet de +/- 1000 graines"
Vegetable,Navet Petrowski,20,5,18,0.4,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Fall""]",30,35,30,48,"[""NPK"",""Organic compost""]",2,12,9,1,"navet petrowski
le sachet de +/- 990 graines"
Vegetable,"Navet hâtif ""blanc plat de mai""",15,3,12,0.2,4,3600,70,"[""Loamy soil"",""Sandy loam"",""Clay soil""]","[""Temperate regions"",""Mild Mediterranean climate""]","[""Early Spring"",""Late Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",3,12,6,0.5,"navet hâtif ""blanc plat de mai""
le sachet de +/- 1000 graines"
Vegetable,Navet Blanc Globe à Collet Violet,18,5,15,0.3,3,18000,60,"[""Loam"",""Silt"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Fall""]",30,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,6,0.5,"navet blanc globe à collet violet
le sachet de +/- 1000 graines"
Vegetable,Navet Boulette de Champagne,18.5,2.5,15.2,0.25,3.8,25000,65,"[""Loamy"",""Sandy""]","[""France"",""Belgium"",""Germany""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",3,10,8,0.5,"navet boulette de champagne
le sachet de +/- 1000 graines"
Vegetable,Chou-navet wilhelmsburger jaune à collet vert,8 - 20,2 - 5,10 - 15,0.2 - 0.4,2 - 5,18000 - 22000,50 - 70,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer"",""Autumn""]",30,30,20,48,"[""Organic compost"",""All-purpose vegetable fertilizer""]",3 - 4,12 - 16,12 - 16,0.5 - 1,"chou-navet wilhelmsburger jaune à collet vert
le sachet de +/- 300 graines"
Vegetable,Chou-navet jaune,18.5,5.2,15.7,0.25,3.8,28800,65,"[""Loamy"",""Sandy""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,12,12,0.5,"chou-navet jaune
le sachet de +/- 250 graines"
Leafy Vegetable,Mizuna,18,5,15,0.25,3,18000,60,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,12,0.5,"mizuna
le sachet de +/- 1070 graines"
Vegetable,Navet-Feuille Cima de Rapa,18,5,15,0.4,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""Italy"",""Spain""]","[""Spring"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,8,0.5,"navet-feuille cima de rapa
le sachet de +/- 1000 graines"
Fruit,Pastèque Lune Etoile,25,5,20,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Mediterranean regions""]","[""Summer""]",30,40,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,80,36,2,"pastèque lune etoile
le sachet de 12 graines"
Fruit,Pastèque Sugar Baby,25,5,20,0.4,3,6000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,36,2,"pastèque sugar baby
le sachet de 12 graines"
Vegetable,Chou Cabus de Brunswick,15,5,12,0.3,3,18000,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.5,"chou cabus de brunswick
le sachet de +/- 250 graines"
Vegetable,Chou Cabus de Vaugirard,10-25,2-5,10-20,0.3-0.5,3-5,5-8,50-70,"[""Loam"",""Silt"",""Clay""]","[""Mild Temperate Regions"",""Cool Temperate Regions""]","[""Spring"",""Fall""]",20-30,30-35,10-20,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,10-20,12-18,0.5-1,"chou cabus de vaugirard
le sachet de +/- 250 graines"
Vegetable,Chou Cabus Pointu Blanc Filderkraut,10-20,2-5,10-15,0.3-0.5,2-4,6-8,40-70,"[""Loam"",""Silt"",""Clay""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",20,30,10,48,"[""Organic compost"",""NPK fertilizer""]",4-6,12-18,12x12,0.5-1,"chou cabus pointu blanc filderkraut
le sachet de +/- 250 graines"
Vegetable,chou cabus coeur de bœuf des vertus,15,5,12,0.3,3,3600,70,"[""loam"",""silt"",""clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",20,30,15,48,"[""NPK"",""compost""]",4,24,12,0.5,"chou cabus coeur de bœuf des vertus
le sachet de +/- 250 graines"
Cabbage,Chou cabus blanc holsteiner platter,15,5,12,0.3,3,6000,70,"[""loam"",""silt"",""clay""]","[""abc"",""bca"",""xyz""]","[""Start summer"",""abc"",""xyz""]",50,35,30,48,"[""abx"",""afn""]",2,24,36,0.5,"chou cabus blanc holsteiner platter
le sachet de +/- 250 graines"
Vegetable,Chou Cabus Pointu Blanc de Châteaurenard,15,5,18,0.3,3,3600,70,"[""Loam"",""Silt"",""Clay""]","[""France"",""Europe""]","[""Spring"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,24,12,0.5,"chou cabus pointu blanc de châteaurenard
le sachet de +/- 250 graines"
Vegetable,Chou Cabus Blanc Choupin,15,5,10,0.3,3,3000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climates""]","[""Start of spring"",""End of summer""]",40,30,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,0.5,"chou cabus blanc choupin
le sachet de +/- 250 graines"
Vegetable,Chou Cabus Quintal d'Alsace,15.5,2.5,12.8,0.35,4.2,24000,65,"[""Loam"",""Silt"",""Clay""]","[""France"",""Germany"",""Netherlands""]","[""Spring"",""Fall""]",40,32,50,24,"[""Compost"",""Organic Fertilizer""]",4,24,12,0.5,"chou cabus quintal d'alsace
le sachet de +/- 80 graines"
Vegetable,Chou Cabu Précoce de Louviers,18,5,15,0.25,2,24000,70,"[""Loam"",""Silt"",""Clay""]","[""France"",""Europe""]","[""Spring"",""Summer""]",30,35,50,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,20,12,0.5,"chou cabu précoce de louviers
le sachet de +/- 80 graines"
Vegetable,Chicorée Radicchio Rouge de Vérone,18,5,15,0.3,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",2,12,12,0.5,"chicorée radicchio rouge de vérone
le sachet de +/- 850 graines"
Vegetable,Chicorée Pain de Sucre,15,3,12,0.4,2,300,70,"[""Sandy loam"",""Loam"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Autumn""]",40,30,15,48,"[""NPK 10-10-10"",""Compost""]",2,12,12,0.5,"chicorée pain de sucre
le sachet de +/- 850 graines"
Vegetable,Chicorée Barbe de Capucin,18,5,15,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,"chicorée barbe de capucin
le sachet de +/- 850 graines"
Leafy vegetable,Chicorée radicchio rouge de Trévise,15,5,12,0.3,3,18000,60,"[""Loam"",""Clay"",""Silt""]","[""Mediterranean region"",""Northern Italy"",""Southern France""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer"",""Phosphorus-based fertilizer""]",4,12,12,0.2,"chicorée radicchio rouge de trévise
le sachet de +/- 850 graines"
Vegetable,Chicorée sauvage grumolo,18,4,15,0.25,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,"chicorée sauvage grumolo
le sachet de +/- 850 graines"
Vegetable,Chicorée Sauvage Catalogna Aurelia,18,5,15,0.25,3,3600,70,"[""Loam"",""Clay"",""Sandy""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Start Summer"",""Autumn"",""Spring""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Liquid Seaweed""]",2,12,12,0.5,"chicorée sauvage catalogna ""aurelia""
le sachet de +/- 850 graines"
Vegetable,Chicorée Pain de Sucre Nettuno,15-20,2-5,10-15,0.2-0.3,3-5,6-8,60-70,"[""Loamy"",""Sandy"",""Clayey""]","[""France"",""Italy"",""Belgium""]","[""Spring"",""Autumn""]",20,25,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2-3,12-18,8-10,0.5-1,"chicorée pain de sucre ""nettuno""
le sachet de +/- 850 graines"
Vegetable,Chicorée tête d'anguille,20,5,15,0.3,3,3600,60,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,20,8,0.4,"chicorée tête d'anguille
le sachet de +/- 850 graines"
Vegetable,Chicorée Radicchio Chiogga Palla Rossa,15.5,5.2,14.8,0.35,3.1,21600,70,"[""Loam"",""Silt"",""Clay""]","[""Mediterranean region"",""Southern Europe"",""California""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,10,36,0.4,"chicorée radicchio chiogga palla rossa
le sachet de +/- 850 graines"
Vegetable,Chicorée Radicchio Piave Medio,18,5,15,0.3,4,3600,60,"[""Loamy soil"",""Sandy soil""]","[""Mediterranean region"",""Northern Italy""]","[""Sow in early spring"",""Harvest in fall""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",3,10,12,1,"chicorée radicchio piave medio
le sachet de +/- 850 graines"
Perennial,Fraisier des 4 saisons 'Reine des vallées',15,5,18,0.3,4,24000,60,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Temperate regions"",""Mild climates""]","[""Year-round"",""Starts in spring"",""Harvest in summer""]",40,30,20,48,"[""NPK fertilizer"",""Organic compost""]",4,10,12,0.5,"fraisier des 4 saisons ""reine des vallées"""
Vegetable,Poireau de Liège,15,5,12,0.3,3,6000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Belgium"",""France"",""Netherlands""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,20,8,0.5,"poireau de liège
le sachet de +/- 450 graines"
Vegetable,Poireau St Victor,10-25,2-4,8-18,0.3-0.4,3-5,18000-22000,40-70,"[""Loamy"",""Sandy"",""Clayey""]","[""Europe"",""North America""]","[""Spring"",""Autumn""]",20-30,30-35,10-20,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,18-24,12-18,0.5-1,"poireau st victor
le sachet de +/- 450 graines"
Vegetable,Poireau Monstrueux de Carentan,10-25,2-5,10-20,0.2-0.4,3-6,24000-28000,40-70,"[""Loamy"",""Sandy"",""Clayey""]","[""France"",""United Kingdom"",""Germany""]","[""Spring"",""Summer""]",40,30,10,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2-4,20-30,12,0.5-1,"poireau monstrueux de carentan
le sachet de +/- 450 graines"
Vegetable,Poireau Gros Vert de Huy,12,5,10,0.3,2,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",40,30,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,1,"poireau gros vert de huy
le sachet de +/- 450 graines"
Vegetable,Poireau Armor,15,2,12,0.4,4,3600,70,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Fall""]",30,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,0.5,"poireau armor
le sachet de +/- 450 graines"
Vegetable,Poireau Blaugrüner Winter,15,5,10,0.3,2,24000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Autumn""]",40,35,30,48,"[""Organic fertilizer"",""Nitrogen-rich fertilizer""]",4,20,12,1,"poireau blaugrüner winter
le sachet de +/- 450 graines"
Vegetable,Poireau Siegfried,22,5,15,0.3,3,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Germany"",""United Kingdom""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,18,8,1,"poireau siegfried
le sachet de +/- 450 graines"
Vegetable,Poireau Bleu de Solaise,18,5,15,0.25,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""France"",""Belgium"",""Netherlands""]","[""Starts in Spring"",""Summer"",""Autumn""]",40,30,10,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,"poireau bleu de solaise
le sachet de +/- 450 graines"
Vegetable,Poireau d'hiver de Cambrai,15,5,12,0.3,3,3600,70,"[""Loamy"",""Sandy""]","[""Northern France"",""Belgium"",""Netherlands""]","[""Late Summer"",""Autumn""]",30,30,20,48,"[""Nitrogen-based"",""Potassium-based""]",4,30,12,0.5,"poireau d'hiver de cambrai
le sachet de +/- 450 graines"
Vegetable,Poireau Leblond,10-20,5-15,5-15,0.2-0.3,2-4,24000-28000,60-80,"[""Loam"",""Sandy loam"",""Clay loam""]","[""France"",""Belgium"",""United Kingdom""]","[""Late Spring"",""Early Summer""]",40-60,25-30,20-30,24-48,"[""Organic compost"",""NPK fertilizer""]",4-6,20-30,12x12,0.5-1,"poireau leblond
le sachet de +/- 450 graines"
Leafy vegetable,Laitue à couper feuille de chêne blonde,15.5,3.2,16.8,0.35,2.8,21600,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate climate zones""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,12,12,0.2,"laitue à couper feuille de chêne blonde
le sachet de +/- 700 graines"
Vegetable,Laitue à couper frisée d'Amérique,18,5,15,0.3,4,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""France"",""Canada"",""United States""]","[""Spring"",""Summer"",""Fall""]",30,35,15,24,"[""NPK 10-10-10"",""Organic Compost""]",4,12,12,0.5,"laitue à couper frisée d'amérique
le sachet de +/- 700 graines"
Leafy vegetable,Laitue à couper lollo rossa,15-20,1-3,10-15,0.2-0.3,4-6,24000-28000,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean climate regions"",""Temperate climate regions""]","[""Spring"",""Autumn""]",30-40,35-40,15-20,48-72,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2-3,8-12,8-12,0.25-0.5,"laitue à couper lollo rossa
le sachet de +/- 700 graines"
Leafy vegetable,Laitue à couper radichetta,15-25,2-5,10-20,0.3-0.5,4-6,18000-22000,50-70,"[""Loam"",""Silt"",""Clay""]","[""France"",""Italy"",""Spain""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4-6,12,12x12,0.5,"laitue à couper radichetta
le sachet de +/- 700 graines"
Leafy Vegetable,Laitue à Couper Feuille de Chêne Biscia Rossa,10-25,1-5,8-20,0.2-0.4,2-5,18000-22000,40-70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Autumn""]",30,35,10,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,12,12,0.5,"laitue à couper feuille de chêne biscia rossa
le sachet de +/- 700 graines"
Leafy vegetable,Laitue à couper lattughino,20,5,18,0.3,4,3600,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Fall""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,10,12,0.5,"laitue à couper lattughino
le sachet de +/- 500 graines"
Leafy vegetable,Laitue à couper oreille du diable,18,5,15,0.3,3,2400,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Fall""]",40,30,20,24,"[""NPK fertilizer"",""Organic compost""]",2,12,12,0.25,"laitue à couper oreille du diable
le sachet de +/- 700 graines"
Vegetable,Laitue à couper feuilles de chêne rouge (Red Salad Bowl),20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,12,0.5,"laitue à couper feuilles de chêne rouge ""red salad bowl""
le sachet de +/- 500 graines"
Leafy Vegetable,Laitue à couper till,10-25,5-15,10-20,0.2-0.4,2-6,24000-28000,50-70,"[""Sandy loam"",""Loamy sand""]","[""France"",""Belgium"",""Netherlands""]","[""Spring"",""Autumn""]",30-40,30-35,10-20,48-72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2-4,12-16,12-16,0.25-0.5,"laitue à couper till
le sachet de +/- 500 graines"
Leafy vegetable,Laitue à couper cocarde,22,5,18,0.3,3,18000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Northern Europe"",""North America""]","[""Spring"",""Autumn""]",40,35,30,48,"[""NPK"",""Compost""]",2,12,12,0.4,"laitue à couper cocarde
le sachet de +/- 500 graines"
Leafy Greens,Laitues à couper en mélange,10-25,5-15,10-20,0.3-0.5,2-5,3000-4000,60-80,"[""Loam"",""Silt"",""Clay""]","[""France"",""Italy"",""Spain""]","[""Spring"",""Fall""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Organic compost""]",4-6,12,12,0.5,"laitues à couper en mélange
le sachet de +/- 700 graines"
Vegetable,Courgette Jaune,20,5,18,0.2,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,24,2,"courgette jaune
le sachet de 12 graines"
Vegetable,Courgette mutabile,20.5,5.2,18.3,0.25,4.8,2400,65,"[""Loamy"",""Sandy"",""Clayey""]","[""Mediterranean region"",""North America"",""Europe""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,50,Every 2 days,"[""NPK 10-10-10"",""Compost"",""Liquid seaweed fertilizer""]",4,24,36,1,"courgette mutabile
le sachet de 12 graines"
Vegetable,Courgettes en mélange,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,"courgettes en mélange
le sachet de 12 graines"
