,Average Temperature (2 m)_1,Average Temperature (2 m)_2,Average Precipitation per day_1,Average Precipitation per day_2,Average Soil Temperature (0 to 6 cm)_1,Average Soil Temperature (0 to 6 cm)_2,Average Sunshine Duration_1,Average Sunshine Duration_2,Humidity(%)_1,Humidity(%)_2,Rainfall Alert Maximum Rain (mm)_1,Rainfall Alert Maximum Rain (mm)_2
3679,15,,5,,18,,3600,,70,,20,
3680,25,,5,,22,,6000,,60,,30,
3681,10,25,2,5,8,20,18000,22000,40,70,50,100
3682,15,20,5,10,10,15,24000,26000,40,60,30,
3683,25.6,,2.5,,22.3,,32000,,65,,50,
3684,25,,10,,28,,3600,,70,,50,
3685,25,,5,,20,,6000,,60,,50,
3686,22,,5,,25,,600s,,70,,50,
3687,18,,5,,15,,30000,,70,,50,
3688,18,,5,,15,,6000,,70,,20,
3689,20,,5,,15,,3600,,60,,30,
3690,20,,5,,15,,6000,,50,,20,
3691,15,,5,,18,,6000,,60,,20,
3692,20,,5,,15,,3600,,60,,20,
3693,20,,5,,18,,3600,,70,,50,
3694,22,,5,,18,,24000,,70,,20,
3695,15,,5,,18,,30000,,60,,50,
3696,20,,5,,15,,18000,,60,,30,
3697,15,,2,,20,,18000,,60,,20,
3698,20,,5,,15,,300,,60,,20,
3699,20,,5,,18,,180s,,60,,30,
3700,20,,5,,18,,3600,,70,,20,
3701,20,,5,,18,,5000,,60,,50,
3702,20,,5,,18,,6000,,60,,20,
3703,10,,5,,15,,3000,,60,,50,
3704,20,,5,,18,,3600,,60,,20,
3705,22,,5,,18,,3600,,60,,20,
3706,20,,5,,18,,6000,,60,,20,
3707,20,,5,,18,,7200,,60,,20,
3708,18,,5,,15,,24000,,60,,50,
3709,20,,5,,15,,5000,,60,,50,
3710,10,25,5,20,15,20,2400,2800,40,60,30,
3711,15,25,5,10,15,20,18000,20000,40,70,50,100
3712,25,,10,,20,,3000,,70,,50,
3713,10,,5,,15,,6000,,60,,20,
3714,20,,5,,15,,300,,60,,20,
3715,15,,5,,18,,600,,60,,30,
3716,15,25,5,10,10,20,2400,2800,40,60,50,
3717,10,,5,,15,,18000,,60,,50,
3718,18,,5,,15,,3600,,65,,10,
3719,20,,5,,15,,600,,60,,20,
3720,22,,5,,18,,24000,,60,,20,
3721,15,,2,,10,,18000,,60,,20,
3722,20,,5,,15,,18000,,60,,20,
3723,25,,5,,20,,24000,,60,,50,
3724,20,,2,,18,,28800,,60,,15,
3725,20,,5,,18,,6000,,60,,50,
3726,22,,5,,20,,18000,,60,,20,
3727,20,,5,,18,,6000,,50,,20,
3728,18,,5,,20,,24000,,60,,30,
3729,18,,5,,15,,6000,,70,,20,
3730,20,,5,,18,,600,,60,,20,
3731,20,,5,,18,,24000,,60,,20,
3732,20,,5,,18,,3000,,60,,20,
3733,20,,5,,18,,3600,,70,,20,
3734,20,,5,,15,,6000,,60,,20,
3735,20,,5,,18,,3600,,60,,20,
3736,20,,5,,18,,6000,,50,,20,
3737,25,,5,,20,,6000,,70,,15,
3738,15,,5,,12,,6000,,60,,30,
3739,14,,3,,12,,18000,,70,,10,
3740,,10,5,,15,,3600,,60,,20,
3741,14,,2,,12,,6000,,60,,20,
3742,24,,8,,22,,36000,,75,,50,
3743,25.3,,4.7,,22.1,,3600,,65,,50,
3744,20,,5,,18,,24000,,60,,50,
3745,18,,5,,15,,600,,60,,20,
3746,20,,5,,18,,6000,,60,,20,
3747,25,,5,,28,,6000,,60,,50,
3748,20,,5,,15,,300,,50,,20,
3749,12.5,,3,,10,,3600,,50,,10,
3750,20,,5,,18,,6000,,60,,20,
3751,25,,10,,20,,300,,70,,50,
3752,20,,5,,15,,6000,,60,,50,
3753,20,25,5,10,15,20,6000,7000,40,60,20,
3754,15,,2,,18,,3600,,50,,20,
3755,10,,5,,12,,18000,,60,,20,
3756,10,20,2,5,8,15,18000,22000,40,70,10,
3757,20,,5,,15,,30000,,60,,20,
3758,10,,5,,15,,30000,,60,,30,
3759,5,15,2 , 5,4 , 10,4 , 6,40 , 60,10,
3760,15,,5,,10,,3600,,60,,20,
3761,18,,5,,15,,3600,,60,,20,
3762,20,,5,,18,,3600,,60,,10,
3763,15,,5,,10,,3000,,60,,20,
3764,10,20,2,5,10,15,5000,6000,40,60,10,
3765,25,,5,,22,,3600,,70,,20,
3766,25,,10,,20,,6000,,70,,50,
3767,20,,5,,15,,300,,60,,30,
3768,20,,5,,15,,3600,,60,,100,
3769,20,,5,,15,,6000,,60,,20,
3770,20,,5,,15,,3000,,50,,20,
3771,20,,5,,18,,600,,60,,20,
3772,19,,3,,17,,3000,,60,,20,
3773,18,,5,,15,,600,,50,,50,
3774,17,,5,,14,,3000,,70,,50,
3775,25,,5,,22,,300,,70,,50,
3776,25,,2,,20,,30000,,60,,20,
3777,25,,5,,20,,6000,,60,,20,
3778,21,,3.5,,18,,18000,,60,,50,
3779,20,,5,,18,,24000,,60,,50,
3780,25,,2,,28,,6000,,60,,50,
3781,12,,4,,10,,6000,,80,,20,
3782,20,,5,,18,,3600,,60,,50,
3783,15,,5,,12,,30000,,60,,20,
3784,15,,2,,12,,3600s,,70,,20,
3785,20,,5,,18,,3600,,60,,20,
3786,18.5,,3.2,,15.2,,25000,,65,,20,
3787,20,,2,,18,,3600,,60,,10,
3788,20,,5,,18,,6000,,50,,20,
3789,20,,5,,15,,18000,,70,,20,
3790,20,,5,,15,,6000,,50,,20,
3791,20,,5,,15,,3600,,70,,20,
3792,20,,5,,15,,6000,,70,,50,
3793,25,,5,,20,,3600,,50,,20,
3794,20,25,5,10,15,20,8,10,40,60,30,
3795,20,,5,,15,,300,,60,,20,
3796,15,,5,,10,,3600,,70,,20,
3797,15,,2,,18,,6000,,60,,30,
3798,25.6,,4.3,,22.1,,28800,,70,,50,
3799,25,,10,,28,,3600,,70,,100,
3800,20,30,5,10,15,25,24000,28000,40,60,50,100
3801,25,,5,,20,,3600,,60,,50,
3802,20,30,1,5,15,25,18000,22000,40,70,50,100
3803,20,,5,,25,,30000,,60,,20,
3804,20,,5,,15,,3600,,60,,20,
3805,15,,5,,18,,24000,,60,,20,
3806,15,,5,,10,,6000,,50,,20,
3807,25,,5,,20,,6000,,60,,20,
3808,22.5,,5,,18,,3600,,60,,10,
3809,25,,5,,20,,6000,,60,,20,
3810,22,,5,,20,,3600,,60,,20,
3811,18,,5,,15,,24000,,60,,10,
3812,20,,5,,18,,6000,,60,,50,
3813,18,,5,,15,,18000,,70,,20,
3814,18,,3,,15,,6000,,60,,20,
3815,15,,5,,18,,18000,,60,,20,
3816,20,,5,,18,,6000,,60,,20,
3817,15,,5,,12,,3000,,60,,20,
3818,25,,5,,20,,3600,,50,,20,
3819,20,,5,,18,,60000,,70,,20,
3820,20,,5,,18,,6000,,60,,20,
3821,20,,5,,15,,300,,70,,20,
3822,20,,5,,15,,24000,,60,,20,
3823,20,,5,,15,,18000,,60,,20,
3824,20,,5,,18,,3600,,60,,50,
3825,15,,3,,20,,18000,,60,,50,
3826,25,,10,,20,,6000,,70,,50,
3827,27,,5,,25,,6000,,70,,20,
3828,25,,5,,20,,3600,,70,,30,
3829,25,,5,,20,,3000,,60,,20,
3830,20,,5,,18,,3600,,60,,20,
3831,20,,5,,18,,6000,,70,,20,
3832,22,,5,,18,,6000,,60,,20,
3833,30.5,,10,,28,,8,,70,,100,
3834,10.6,,3.2,,12.8,,18000,,70,,50,
3835,18,,5,,15,,3000,,60,,20,
3836,25,,5,,22,,3600,,70,,20,
3837,20,,5,,18,,18000,,70,,50,
3838,20,,3,,18,,6000,,60,,10,
3839,20,,5,,18,,3600,,60,,50,
3840,25,,5,,20,,6000,,60,,20,
3841,20,,5,,18,,3600,,60,,20,
3842,20,,5,,18,,3600,,70,,20,
3843,20,,5,,18,,300,,60,,15,
3844,15,,5,,12,,600,,60,,20,
3845,18,,5,,15,,3600,,50,,20,
3846,25,35,5,10,25,30,6,8,50,70,50,
3847,18,,2.5,,15,,25000,,60,,10,
3848,20,,5,,18,,18000,,60,,20,
3849,22,,3,,18,,24000,,60,,20,
3850,20,,5,,18,,2400,,65,,20,
3851,20,,5,,22,,600s,,60,,50,
3852,26,,5,,21,,3600,,60,,20,
3853,15,,5,,18,,6000,,60,,20,
3854,25,,5,,20,,6000,,60,,50,
3855,24.5,,5.3,,18.2,,27000,,65,,50,
3856,20,,5,,18,,6000,,70,,50,
3857,20,,5,,15,,6000,,60,,50,
3858,20,,5,,18,,30000,,50,,50,
3859,25,,5,,20,,600,,50,,20,
3860,18,,5,,15,,28800,,70,,30,
3861,20,,10,,15,,6000,,60,,50,
3862,15,25,2,5,10,20,3000,3500,60,80,50,100
3863,25,,5,,22,,3600,,60,,20,
3864,25,,5,,20,,18000,,70,,50,
3865,20,,5,,15,,6000,,70,,50,
3866,20,,5,,18,,3600,,60,,20,
3867,20,,10,,18,,3600,,70,,50,
3868,5,20,2 , 5,10 , 15,18000 , 22000,40 , 70,50,
3869,10to25,,2 to 5,,15 to 20,,6 to 8,,40 to 60,,20,
3870,19.5,,5,,16.8,,25000,,75,,20,
3871,20,,5,,18,,6000,,70,,20,
3872,15,,5,,18,,24000,,50,,20,
3873,18,,3,,15,,300,,60,,20,
3874,20,,5,,15,,6000,,60,,50,
3875,22,,5,,18,,24000,,60,,20,
3876,18,,5,,15,,6000,,60,,20,
3877,,10,5,,10,,30000,,50,,20,
3878,25,,5,,20,,3600,,60,,20,
3879,10,20,2,4,10,15,18000,20000,40,60,10,
3880,18,,5,,15,,6000,,60,,40,
3881,15,,5,,18,,6000,,50,,20,
3882,20,,5,,18,,18000,,60,,20,
3883,18,,5,,15,,3600,,70,,50,
3884,20,,5,,18,,3600,,70,,50,
3885,10,25,1,3,15,20,3000,4000,40,60,10,
3886,20,,5,,18,,3600,,60,,20,
3887,15,,5,,18,,8000,,60,,20,
3888,15.6,,2.5,,12.8,,24000,,65,,50,
3889,20,,5,,18,,24000,,60,,20,
3890,24,,5,,18,,3000,,75,,50,
3891,20,,5,,15,,3600,,60,,50,
3892,20,,5,,18,,6000,,60,,40,
3893,15,30,2,5,15,25,3000,4000,60,80,10,
3894,18,,4,,16,,3600,,70,,50,
3895,20,,5,,15,,6000,,60,,50,
3896,20,,5,,18,,18000,,60,,50,
3897,18,,5,,15,,18000,,60,,15,
3898,20.5,,3.2,,18.2,,3600,,65,,50,
3899,20,,5,,15,,600,,70,,20,
3900,18,,5,,15,,600,,60,,20,
3901,18,,5,,15,,18000,,70,,20,
3902,20,,5,,18,,6000,,60,,20,
3903,20.5,,5.2,,18.7,,24000,,70,,50,
3904,20,,5,,18,,6000,,60,,50,
3905,20,,5,,18,,6000,,60,,20,
3906,20,,5,,15,,30000,,50,,50,
3907,20,,5,,15,,3600,,60,,20,
3908,15,,3,,20,,3600,,60,,20,
3909,25,,5,,20,,6000,,60,,20,
3910,20,,5,,18,,600,,60,,20,
3911,15,,5,,12,,3600,,60,,20,
3912,20,,5,,15,,600s,,60,,20,
3913,25,,5,,20,,3000,,70,,50,
3914,20,,5,,15,,3600,,60,,50,
3915,25,,5,,20,,18000,,70,,50,
3916,20,,5,,15,,180s,,50,,30,
3917,15,,5,,10,,10000,,50,,20,
3918,10,25,1 , 5,10 , 20,24000 , 28000,40 , 70,20,
3919,20,,5,,18,,6000,,60,,20,
3920,25,,5,,20,,5000,,60,,50,
3921,20,,5,,18,,6000,,50,,30,
3922,20,,5,,15,,6000,,70,,20,
3923,15,,5,,18,,240,,70,,50,
3924,20,,5,,18,,3600,,60,,20,
3925,25,,5,,20,,30000,,70,,50,
3926,18,,5,,15,,20000,,70,,20,
3927,25,,5,,20,,30000,,60,,50,
3928,20,,5,,18,,3600,,60,,100,
3929,22,,3,,18,,300,,60,,50,
3930,20,,5,,15,,18000,,50,,50,
3931,18,,5,,15,,30000,,70,,50,
3932,20,,5,,18,,6000,,60,,20,
3933,20,,5,,15,,6000,,60,,30,
3934,15,,5,,12,,18000,,70,,20,
3935,15,,3,,12,,18000,,60,,20,
3936,15.5,,5.2,,18.3,,28800,,65,,30,
3937,25,,5,,20,,6000,,60,,50,
3938,25,,5,,28,,600,,60,,50,
3939,20,,5,,15,,30000,,60,,10,
3940,18.5,,4.2,,15.8,,25800,,65,,20,
3941,25,,5,,28,,3600,,70,,100,
3942,25,,5,,20,,3600,,60,,20,
3943,20,,5,,16,,6000,,70,,20,
3944,18,,5,,20,,3600,,50,,30,
3945,20,,5,,18,,6000,,60,,15,
3946,20,,5,,18,,6000,,60,,50,
3947,25,,5,,28,,600,,60,,20,
3948,25,,5,,20,,6000,,70,,20,
3949,15,,5,,10,,20000,,60,,20,
3950,15,,5,,18,,6000,,70,,20,
3951,20,,2,,18,,3600,,50,,10,
3952,22,,5,,18,,6000,,60,,15,
3953,18,,5,,15,,24000,,60,,20,
3954,20,,5,,15,,6000,,60,,20,
3955,12,,5,,10,,30000,,60,,20,
3956,25,,5,,20,,6000,,60,,50,
3957,20,,5,,18,,18000,,70,,50,
3958,20,,5,,18,,3600,,60,,20,
3959,25,,5,,20,,24000,,70,,50,
3960,18,,5,,15,,18000,,60,,50,
3961,20,,2,,18,,24000,,60,,20,
3962,25,,5,,22,,6000,,70,,20,
3963,15,,5,,12,,24000,,60,,20,
3964,25,,5,,20,,18000,,70,,20,
3965,18,26,0,5,15,25,6,8,40,60,50,
3966,20,,5,,15,,3600,,60,,10,
3967,18,,5,,15,,24000,,70,,20,
3968,25,,5,,20,,3600,,60,,20,
3969,25,,5,,20,,10s,,60,,50,
3970,20,,5,,18,,12000,,60,,50,
3971,20,30,5,10,15,25,6000,7000,50,70,50,
3972,25,,5,,20,,3600,,60,,20,
3973,20,,5,,18,,3600,,60,,20,
3974,18,,5,,15,,3600,,70,,50,
3975,20,,5,,15,,18000,,60,,50,
3976,20,,5,,18,,18000,,60,,20,
3977,20,,5,,15,,3600,,60,,20,
3978,25,,5,,22,,30000,,60,,100,
3979,,5,3,,5,,3000,,60,,20,
3980,25,,5,,20,,12000,,60,,30,
3981,15,,5,,12,,6000,,70,,20,
3982,15,,5,,12,,24000,,60,,30,
3983,14.5,,5.2,,12.7,,24000,,60,,100,
3984,20,,5,,18,,3600,,50,,20,
3985,20,,5,,18,,5000,,60,,30,
3986,20,,5,,18,,18000,,60,,50,
3987,20,,5,,18,,6000,,50,,20,
3988,18,,5,,15,,3600,,70,,20,
3989,20,,5,,18,,6000,,70,,20,
3990,20,,5,,18,,6000,,50,,20,
3991,12.5,,5,,15,,8h,,60,,20,
3992,10,,5,,8,,3600,,70,,20,
3993,23,,3,,18,,6000,,60,,10,
3994,25,30,5,10,25,30,6,8,60,70,20,
3995,20,,5,,18,,6000,,60,,20,
3996,20,,5,,18,,3600,,70,,20,
3997,15,25,5,10,10,20,2400,2800,40,60,20,30
3998,20,,3,,18,,24000,,50,,10,
3999,16.5,,2.5,,15.2,,24000,,50,,50,
4000,22,,5,,18,,3600,,60,,20,
4001,20,,5,,15,,300,,60,,20,
4002,18.5,,2.5,,15.2,,45000,,60,,20,
4003,10,25,2,5,15,20,18000,24000,40,70,20,
4004,15,25,5,10,10,20,18000,22000,40,60,20,40
4005,25,,5,,20,,6000,,50,,20,
4006,25,,2,,20,,6000,,50,,10,
4007,25,,5,,20,,6000,,50,,50,
4008,18,,3,,15,,6000,,60,,20,
4009,20,,5,,15,,600,,60,,20,
4010,10,25,2,5,15,20,6,8,40,60,20,
4011,18,,5,,15,,6000,,50,,20,
4012,20,,5,,18,,3600,,50,,20,
4013,20,,5,,18,,3600,,60,,20,
4014,21,,5,,18,,6000,,70,,20,
4015,20,,5,,15,,3000,,50,,20,
4016,20,,5,,18,,6000,,50,,20,
4017,15,25,2,4,10,15,6,8,50,70,20,
4018,20,,5,,18,,3600,,60,,50,
4019,18,,5,,15,,3000,,70,,20,
4020,15,25,5,10,10,15,2000,2500,60,80,20,
4021,22,,5,,20,,6000,,70,,10,
4022,25,,5,,20,,6000,,70,,10,
4023,24,,5,,18,,600,,60,,10,
4024,20,,5,,18,,3600,,60,,20,
4025,20,,3,,18,,30000,,60,,10,
4026,20,,5,,15,,600,,50,,20,
4027,10,20,5 , 20,8 , 15,6 , 8,40 , 60,40,
4028,10,,2,,12,,24000,,70,,50,
4029,20,,5,,15,,300,,60,,20,
4030,20,25,3,5,15,20,6,8,40,60,20,
4031,,5,5,,8,,18000,,60,,15,
4032,18,,3.5,,15,,6000,,50,,20,
4033,20,,5,,15,,6000,,70,,20,
4034,25,,5,,22,,6000,,70,,50,
4035,20,,5,,18,,18000,,60,,50,
4036,22,,3,,20,,6000,,60,,20,
4037,20,,2,,18,,24000,,50,,10,
4038,20,,5,,15,,6000,,60,,50,
4039,,10,5,,5,,30000,,60,,15,
4040,7.5,,2.5,,10,,18000,,60,,50,
4041,18,,5,,15,,3600,,50,,20,
4042,25,,5,,22,,18000,,60,,30,
4043,15,,5,,10,,30000,,60,,20,
4044,15,,2,,12,,6000,,50,,20,
4045,20,,5,,15,,3000,,60,,20,
4046,10,25,2,5,10,20,18000,22000,40,60,10,
4047,15,,10,,10,,3600,,60,,20,
4048,22,,5,,18,,24000,,60,,20,
4049,18,,5,,15,,3600,,60,,20,
4050,15,,5,,12,,18000,,70,,20,
4051,20,,5,,18,,600,,70,,20,
4052,20,,5,,15,,3600,,70,,20,
4053,10,,3,,15,,18000,,70,,50,
4054,20,,5,,18,,3600,,70,,20,
4055,20,,5,,15,,6000,,60,,50,
4056,20,,5,,18,,3600,,50,,50,
4057,25,,5,,20,,6000,,60,,20,
4058,20,,5,,15,,600,,60,,20,
4059,20,,5,,18,,6000,,60,,20,
4060,25,,5,,20,,3600,,50,,20,
4061,25,,5,,20,,3600,,60,,20,
4062,25,,5,,20,,6000,,60,,20,
4063,20,,5,,18,,6000,,60,,20,
4064,20,,5,,15,,30000,,60,,20,
4065,20,,5,,18,,6000,,50,,20,
4066,20,,5,,18,,3600,,60,,20,
4067,24.5,,3.2,,22.8,,27000,,65,,50,
4068,25,,5,,20,,3600,,70,,50,
4069,22,,5,,20,,3600,,60,,50,
4070,25,,5,,20,,3000,,60,,30,
4071,20,,5,,18,,30000,,50,,20,
4072,18,,5,,15,,24000,,60,,20,
4073,20,,5,,15,,6000,,60,,20,
4074,18,,5,,15,,18000,,60,,20,
4075,18.5,,2.3,,15.8,,30000,,60,,50,
4076,20,,5,,15,,18000,,70,,50,
4077,20,,3,,15,,3600,,60,,10,
4078,15,,5,,10,,300,,60,,20,
4079,25,,5,,20,,18000,,70,,20,
4080,20,,5,,15,,3600,,60,,50,
4081,15,25,2,5,10,20,18000,22000,40,60,50,
4082,15.6,,4.8,,12.3,,25200,,65,,50,
4083,20,,5,,15,,3600,,60,,20,
4084,20,,5,,15,,18000,,60,,50,
4085,10,25,5,15,10,20,18000,22000,40,70,30,50
4086,12.5,,4,,10,,18000,,70,,50,
4087,18,,5,,15,,6000,,60,,20,
4088,15,,3,,10,,3000,,60,,20,
4089,20,25,5,10,15,20,6,8,40,60,20,30
4090,16,,5,,18,,6000,,60,,40,
4091,18,,5,,15,,300,,60,,10,
4092,18,,5,,15,,24000,,60,,50,
4093,25,,5,,20,,6000,,50,,20,
