Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Vegetable,Keltajuurikas,15,5,12,0.3,3,3600,70,"[""Loam"",""Silt"",""Clay""]","[""Northern Europe"",""Baltic region"",""Scandinavia""]","[""Late Spring"",""Summer""]",30,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,12,1,keltajuurikas
Perennial,Keltakatkero,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Coastal areas""]","[""Late spring"",""Summer"",""Early fall""]",30,35,30,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",4,24,12,1,keltakatkero
Perennial,Keltakurjenmiekka,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,36,12,2,keltakurjenmiekka
Flowering Plant,Keltalilja,22,5,18,0.3,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,24,12,2,keltalilja
Flowering Plant,Keltamo,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,50,24,"[""NPK"",""Compost"",""Bone Meal""]",4,36,12,1,keltamo
Vegetable,Keltasinappi,20,5,15,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Northern Europe"",""Scandinavia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,18,12,0.5,keltasinappi
Flowering plant,Keltasormustinkukka,15-25,5-10,10-20,0.3-0.5,3-5,18000-20000,40-60,"[""Sandy soil"",""Loamy soil"",""Clayey soil""]","[""Northern Europe"",""Scandinavia"",""Baltic region""]","[""Spring"",""Summer""]",20-30,30-35,50-70,24-48,"[""NPK fertilizer"",""Organic compost""]",4-6,8-12,12-16,0.5-1,keltasormustinkukka
Flower,Keltavaleunikko,18.5,3.2,15.7,0.25,2.8,3600,55,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Late Spring"",""Summer""]",40,30,10,72,"[""Organic compost"",""Slow-release granular fertilizer""]",4,20,12,1,keltavaleunikko
Flowering Plant,Keltaängelmä,22,5,18,0.4,3,8000,60,"[""Loam"",""Sandy Loam""]","[""Northern Europe"",""Scandinavia""]","[""Late Spring to Early Summer""]",30,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,24,12,1,keltaängelmä
Perennial Flower,Kesäkullero,18,2,15,0.4,3,24000,60,"[""Well-drained soil"",""Loamy soil""]","[""Northern Europe"",""Scandinavia""]","[""Late spring"",""Early summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,12,12,0.5,kesäkullero
Vegetable,Kesäkurpitsa,20,5,15,0.3,4,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Coastal areas""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,36,2,kesäkurpitsa
Perennial Flower,Echinacea purpurea,20,5,18,0.25,4,6000,60,"[""Well-drained loamy soil"",""Sandy soil""]","[""Temperate regions"",""North America"",""Europe""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.25,kesäpäivänhattu
Flowering Plant,Ketokaunokki,20,5,18,0.4,3,600,70,"[""Loam"",""Sandy""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-based fertilizer""]",4,12,12,0.5,ketokaunokki
Flowering plant,Ketoneilikka,20,5,18,0.3,3,3000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Summer""]",40,35,50,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,1,ketoneilikka
Flower,Keto-Orvokki,15-25,5-10,10-20,0.3-0.5,3-5,18000-20000,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",30,30,20,48,"[""NPK"",""Compost"",""Organic Fertilizer""]",4-6,8-12,12-18,0.25-0.5,keto-orvokki
Perennial Flower,Kevätesikko,20,5,15,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic States""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,kevätesikko
Flowering plant,Kevätlinnunherne,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam""]","[""Northern Europe"",""Scandinavia""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,kevätlinnunherne
Flowering Plant,Kielo,20,5,15,0.3,3,18000,60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""North America""]","[""Late Spring"",""Early Summer""]",40,30,20,48,"[""Slow-release granular fertilizer"",""Organic compost""]",4,24,12,0.5,kielo
Perennial,Kiertotatar,20,5,15,0.3,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Russia""]","[""Late spring"",""Summer""]",40,30,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,12,1,kiertotatar
Flowering plant,Kiiltoluppio,20,5,18,0.3,3,60000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,12,10,2,kiiltoluppio
Perennial Flower,Kiiltomalva,20,5,18,0.4,3,3600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,0.5,kiiltomalva
Vegetable,Kiinankaali,15,5,10,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Canada"",""Northern United States""]","[""Late spring"",""Summer"",""Early fall""]",40,30,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,12,12,1,kiinankaali
Perennial,Kiinanpioni,10-25,3-5,10-15,0.2-0.3,3-5,6-8,40-60,"[""Well-drained loam"",""Sandy loam""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Summer""]",40-50,30-35,20-30,Every 2-3 days,"[""Organic compost"",""Slow-release granular fertilizer""]",Every 4-6 weeks,24-36,12-18,1-2,kiinanpioni
Vegetable,Kiinansipuli,15,5,12,0.4,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""Northern America"",""Asia""]","[""Late spring"",""Early summer""]",30,30,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,16,12,1,kiinansipuli
Perennial Flower,Kirjokurjenmiekka,20.5,3.8,18.2,0.35,4.2,7200,65,"[""Well-drained sandy soil"",""Loamy soil""]","[""Temperate regions"",""Mediterranean climates""]","[""Start of summer"",""Spring""]",40,30,20,48,"[""All-purpose liquid fertilizer"",""Slow-release granular fertilizer""]",4,36,12,2,kirjokurjenmiekka
Flowering plant,Kissankello,25,5,20,0.3,3,18000,70,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK"",""Compost""]",4,24,12,0.5,kissankello
Flowering Plant,Kissankäpälä,20,5,18,0.3,2,6000,60,"[""Loam"",""Sandy Loam""]","[""Northern Europe"",""Scandinavia""]","[""Summer""]",40,30,20,48,"[""NPK"",""Organic Compost""]",4,24,12,2,kissankäpälä
Flowering Plant,Kivikkotörmäkukka,15,5,12,0.25,3,3600,50,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Rocky slopes"",""Alpine meadows"",""Grassy hills""]","[""Late spring"",""Summer""]",40,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,12,10,0.5,kivikkotörmäkukka
Grass,Koiranheinä,20,5,15,0.3,4,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Northern Asia""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,15,48,"[""NPK 10-10-10"",""Organic compost""]",6,24,12,0.5,koiranheinä
Flowering Plant,Koreahohdekukka,25,5,20,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Korea"",""Japan"",""China""]","[""Summer"",""Autumn""]",30,35,20,48,"[""NPK"",""Organic fertilizer""]",4,24,12,1,koreahohdekukka
Herb,Koreaniiso-/Minttu,20,5,18,0.4,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",30,35,15,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,0.5,koreaniiso-/minttu
Herb,Korianteri,20,5,18,0.3,4,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer"",""Autumn""]",20,34,30,48,"[""NPK"",""Organic compost""]",6,24,12,0.5,korianteri
Fiber Plant,Kuituhamppu,15,5,18,0.2,4,3000,60,"[""Loam"",""Silt"",""Clay""]","[""Northern Europe"",""Central Asia""]","[""Late Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,24,2,kuituhamppu
Vegetable,Kukkakaali,15-20,2-4,10-15,0.2-0.3,4-6,18000-20000,70-80,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Spring"",""Fall""]",30,30,20,24,"[""Organic compost"",""Nitrogen-rich fertilizer""]",2-4,24-36,12-18,0.5-1,kukkakaali
Grain,Kultahirssi,15,5,12,0.3,3,2400,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic countries""]","[""Spring"",""Summer""]",40,30,50,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,12,1,kultahirssi
Flowering Plant,Kultanauhus,25,5,20,0.3,4,3000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,kultanauhus
Perennial Flower,Kultapäivänlilja,20,5,15,0.3,3,12000,50,"[""Loam"",""Sandy Loam""]","[""Finland"",""Sweden"",""Norway""]","[""Spring"",""Summer""]",30,30,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,36,24,1,kultapäivänlilja
Perennial Flower,Kultapiisku,18,5,15,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""Baltic States"",""Scandinavia""]","[""Late Spring"",""Early Summer""]",25,30,20,24,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,0.5,kultapiisku
Herb,Kumina,25,5,20,0.3,3,20000,70,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",40,40,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,36,24,1,kumina
Perennial,Kuolanpioni,20,5,15,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America""]","[""Late spring"",""Summer""]",30,30,20,48,"[""10-10-10"",""20-20-20""]",4,24,12,1,kuolanpioni
Flowering plant,Kurjenkello,10-25,5-15,10-20,0.2-0.6,2-5,18000-22000,40-70,"[""Well-drained soil"",""Loamy soil""]","[""Finland"",""Norway"",""Sweden""]","[""Late spring"",""Summer""]",30,30,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4-6,12,12,0.5,kurjenkello
Perennial,Iris sibirica,20,5,15,0.4,3,60000,60,"[""Loam"",""Clay"",""Sandy""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Early Summer""]",30,35,20,48,"[""10-10-10"",""20-20-20""]",4,36,12,2,kurjenmiekka
Vegetable,Kurkku,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Northern Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,10,12,1,kurkku
Flower,Kyläkellukka,20,5,18,0.3,3,3600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Temperate regions"",""Coastal areas""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,kyläkellukka
Perennial Flower,Geranium sylvaticum,12 °C,4 mm,10 °C,0.3 m³/m³,2 mm/day,3600 seconds,60%,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Woodlands"",""Gardens""]","[""Late Spring"",""Summer""]",30 km/h,25 °C,15 mm,48 hours,"[""All-purpose liquid fertilizer"",""Organic compost""]",4 weeks,24 in,12 in,0.5 in,kyläkurjenpolvi
Perennial Flower,Kyläneidonkieli,20,5,15,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""All-purpose fertilizer"",""Organic compost""]",4,20,12,0.5,kyläneidonkieli
Vegetable,Kyssäkaali,15,5,12,0.4,3,24000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic states""]","[""Late spring"",""Early summer""]",30,25,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,20,12,0.5,kyssäkaali
Perennial,Käenkukka,15,5,12,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,24,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,24,12,0.5,käenkukka
Vegetable,Kähäräpersilja,18,3,15,0.3,2,24000,60,"[""Loam"",""Sandy loam""]","[""Northern Europe"",""Northern America""]","[""Spring"",""Autumn""]",30,30,10,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,20,12,0.5,kähäräpersilja
Perennial Herb,Käärmeenlaukka,20,5,15,0.3,3,18000,60,"[""Sandy loam"",""Loamy soil"",""Well-drained soil""]","[""Northern Europe"",""Scandinavia""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,10,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,käärmeenlaukka
Leafy Vegetable,Köynnöspinaatti,20,5,15,0.3,3,18000,60,"[""Loamy"",""Sandy""]","[""Northern Europe"",""Scandinavia""]","[""Spring"",""Autumn""]",40,30,20,48,"[""Nitrogen-rich fertilizer"",""Organic compost""]",4,12,8,0.5,köynnöspinaatti
Vegetable,Lanttu 26,20,5,18,0.3,3,24000,60,"[""Loam"",""Clay""]","[""Northern Europe"",""North America""]","[""Spring"",""Autumn""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,"lanttu 26,"
Vegetable,Latva-Artisokka,15,5,18,0.3,4,7200,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Northern Asia""]","[""Start of summer"",""Mid-summer"",""Late summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Seaweed extract""]",4,60,24,1,latva-artisokka
Leafy Vegetable,Lehtikaali,12,5,10,0.4,3,30000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Northern Europe"",""Scandinavia"",""Canada""]","[""Spring"",""Summer"",""Autumn""]",30,25,20,48,"[""Compost"",""Organic Liquid Fertilizer""]",4,24,12,0.5,lehtikaali
Leafy Vegetable,Lehtimangoldi,18,5,15,0.3,4,24000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,12,0.5,lehtimangoldi
Leafy Vegetable,Lehtisalaatti,18,5,15,0.4,3,3000,70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Northern Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,10,12,0.5,lehtisalaatti
Flowering Plant,Lehtoakileija,15,5,20,0.4,3,6000,70,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]","[""Temperate regions"",""Woodlands"",""Gardens""]","[""Late spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.5,lehtoakileija
Flowering Plant,Lehtokielo,15,5,12,0.4,2,6000,60,"[""Loam"",""Clay"",""Silt""]","[""Temperate forests"",""Woodlands"",""Shaded areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,lehtokielo
Herbaceous perennial,Lehtosalvia,20,5,18,0.3,4,6000,50,"[""Loamy"",""Sandy loam""]","[""Mediterranean region"",""Southwestern United States"",""Central and South America""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,24,12,0.5,lehtosalvia
Perennial,Lehtosinilatva,20,5,18,0.4,3,3600,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK"",""Organic compost""]",4,24,144,0.5,lehtosinilatva
Flowering Plant,Lehtoukonhattu,18,5,15,0.3,4,18000,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,30,20,48,"[""All-purpose fertilizer"",""Organic compost""]",4,24,12,0.5,lehtoukonhattu
Perennial,Lehtoängelmä,20,5,15,0.4,3,3600,70,"[""Loam"",""Sandy loam""]","[""Northern Europe"",""Scandinavia""]","[""Spring"",""Summer""]",30,30,20,24,"[""Organic fertilizer"",""Slow-release granular fertilizer""]",4,24,12,0.5,lehtoängelmä
Herb,Liilakonnanyrtti,20,5,18,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK fertilizer"",""Compost"",""Seaweed extract""]",4,24,12,0.5,liilakonnanyrtti
Legume,Linssi,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy soil""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Autumn""]",30,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,2,linssi
Flowering Plant,Liperi,25,5,20,0.3,4,24000,70,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,40,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,24,12,0.5,liperi
Flowering plant,Liuskasalkoruusu,15-25,5-10,10-20,0.2-0.4,3-5,3000-3500,40-60,"[""Loam"",""Sandy loam""]","[""Northern Europe"",""Northern America""]","[""Late spring"",""Summer""]",30,30,20,48,"[""NPK fertilizer"",""Organic compost""]",4-6,24,12,0.5,liuskasalkoruusu
Perennial,Loistokurjenmiekka,20,5,18,0.3,4,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean climate regions"",""Subtropical regions""]","[""Late spring"",""Summer""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-based fertilizer""]",4,36,12,2,loistokurjenmiekka
Perennial shrub,Lännenheisiangervo,10,5,15,0.3,3,24000,50,"[""Sandy loam"",""Loam"",""Clay""]","[""Northern Europe"",""Scandinavia"",""Russia""]","[""Late spring"",""Summer"",""Early autumn""]",30,30,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",8,24,36,2,lännenheisiangervo
Perennial,Lännenisomaksaruoho,18,5,15,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""North America""]","[""Late spring"",""Summer""]",30,30,20,72,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,12,0.5,lännenisomaksaruoho
Perennial shrub,Lännenkonnankukka,15,5,10,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Boreal forests""]","[""Late spring"",""Summer"",""Early autumn""]",50,30,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,1,lännenkonnanmarja
Perennial,Maariankello,18,5,15,0.4,3,3600,60,"[""Loam"",""Clay""]","[""Northern Europe"",""North America""]","[""Spring"",""Summer""]",30,30,20,48,"[""NPK fertilizers"",""Organic compost""]",4,12,12,0.5,maariankello
Perennial,Maarianverijuuri,18,5,15,0.25,3,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Early summer"",""Late summer"",""Autumn""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,maarianverijuuri
Cereal,Maissi,18,5,15,0.25,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""South America"",""Africa""]","[""Summer"",""Rainy season""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,120,24,2,maissi
Leafy Vegetable,Malabar Spinach,25,5,20,0.4,4,12000,70,"[""Well-drained soil"",""Loamy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",40,35,50,24,"[""Organic compost"",""Nitrogen-rich fertilizer""]",2,60,24,0.5,malabarinpinaatti
Shrub,Mantsurianaralia,15-25,5-10,18-22,0.2-0.3,3-5,24000-28000,50-70,"[""Loam"",""Clay"",""Sandy loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40-60,35-40,50-100,72-96,"[""NPK 10-10-10"",""Compost"",""Organic Fertilizer""]",4-6,60-80,36-48,0.5-1,mantsurianaralia
Flowering Vine,Mantsuriankärhö,20,5,15,0.4,3,30000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Northern Europe"",""North America""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,120,36,2,mantsuriankärhö
Flowering Plant,Marhanlilja,25,5,20,0.3,3,3000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,24,1,marhanlilja
Vegetable,Makeapaprika,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Southwest Asia"",""Central America""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",4,36,12,0.5,makeapaprika
Spice,Marjapaprika,22,4,18,0.3,3,6000,65,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,24,12,0.5,marjapaprika
Shrub,Marjatuomipihlaja,15,5,10,0.3,2,3600,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,36,0.5,marjatuomipihlaja
Perennial,Masmalo,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,1,masmalo
Flowering perennial,Maurinkiiltomalva,20-25,5-10,15-20,0.2-0.3,3-5,6-8,40-60,"[""Well-drained sandy loam"",""Clay loam"",""Silt""]","[""Mediterranean region"",""Subtropical regions"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4-6,24-36,12-24,0.5-1,maurinkiiltomalva
