Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Flowering plant,Cleopha,25,5,20,0.3,3,6000,70,"[""loamy"",""sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,0.5,cleopha
Vegetable,Cubo,25,10,20,0.5,5,18000,60,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Autumn""]",30,35,50,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,12,12,1,cubo
Flowering plant,Damaun,25,5,20,0.3,3,18000,65,"[""Loam"",""Clay"",""Silt""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,40,50,24,"[""NPK"",""Compost"",""Mulch""]",4,36,12,2,damaun
Flowering Plant,Dario,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,dario
Flowering plant,Dolciva,20-25,5-10,15-20,0.2-0.4,3-5,3000-3500,60-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4-6,24,12,0.5,dolciva
Vegetable,Dottenfelder,18.5,4.2,14.8,0.28,2.1,18000,65,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Germany"",""France"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,dottenfelder
Flowering Plant,Enrico,25,5,20,0.5,3,6000,60,"[""loamy soil"",""sandy soil"",""well-drained soil""]","[""tropical regions"",""subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""nitrogen-based fertilizer"",""phosphorous-based fertilizer"",""potassium-based fertilizer""]",4,24,12,2,enrico
Vegetable,Freezo,25,5,20,0.3,3,6000,50,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,40,20,6,"[""NPK fertilizer"",""Organic compost""]",4,24,12,2,freezo
Flowering Plant,Gesche,25,10,22,0.4,5,600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical Regions"",""Subtropical Regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK"",""Organic Fertilizers""]",4,36,144,2,gesche
Flowering Plant,Haldor,25,10,20,0.4,5,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy season""]",30,40,20,48,"[""NPK fertilizers"",""Organic compost""]",4,36,24,0.5,haldor
Flowering plant,Kolibri,25,10,20,0.5,5,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Compost""]",4,24,12,0.5,kolibri
Flowering Plant,Lady's Slipper Orchid,25,5,20,0.4,3,600,70,"[""Well-drained soil"",""Loamy soil"",""Sandy soil""]","[""Shaded gardens"",""Woodland areas"",""Temperate regions""]","[""Spring"",""Summer""]",30,35,10,48,"[""Orchid fertilizer"",""Slow-release granules""]",4,18,24,0.5,lady
Flowering Plant,Lila,25,5,20,0.3,3,6000,60,"[""Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,1,lila
Flowering Plant,Macun,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,1,macun
Flowering Plant,Mauro,22,5,18,0.3,3,600,65,"[""Loam"",""Sandy Loam""]","[""Coastal regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,mauro
Flowering plant,Mezdi,25,5,20,0.3,3,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,mezdi
Vegetable,Nantaise,20,5,18,0.3,2,600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Region A"",""Region B"",""Region C""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,10,12,0.5,nantaise
Flowering Plant,Northern Plant,10 °C,5 mm,8 °C,0.3 m³/m³,4 mm/day,300 seconds,60%,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern regions of North America"",""Northern Europe"",""Northern Asia""]","[""Spring"",""Summer"",""Autumn""]",30 km/h,35 °C,20 mm,48 hours,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks,24 in,12 sq. ft,1 in,northern
Flowering plant,Parrot,20 °C,10 mm,25 °C,0.3 m³/m³,5 mm/day,12 hours,60%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",40 km/h,35 °C,50 mm,48 hours,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4 weeks,24 inches,12 inches,1 inch,parrot
Flowering Plant,Porthos,25,5,20,0.3,4,300,60,"[""Loam"",""Clay"",""Sandy""]","[""Tropical"",""Subtropical""]","[""Summer"",""Monsoon""]",30,35,50,48,"[""NPK"",""Organic compost""]",4,24,24,0.5,porthos
Flowering Plant,Pulcina,20-25,5-10,15-20,0.3-0.5,3-5,18000-20000,60-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States"",""Central Chile""]","[""Spring"",""Summer""]",30-40,35-40,50-100,48-72,"[""NPK 10-10-10"",""Organic compost""]",4-6,24-36,6-9,0.5-1,pulcina
Annual,Rasmus,25,10,22,0.3,5,6000,70,"[""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Compost""]",2,24,12,1,rasmus
Ornamental Plant,Robuschka,20,5,18,0.3,3,3600,60,"[""Sandy loam"",""Clay loam"",""Peat""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,robuschka
Flowering Plant,Rodelika,25,10,20,0.3,5,3600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,12,"[""NPK"",""Compost"",""Organic Matter""]",4,36,12,1,rodelika
Flowering Plant,Rodynda,25,5,20,0.3,4,600,70,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,rodynda
Flowering plant,Ruthje,25,10,20,0.5,5,3000,60,"[""loam"",""sandy loam"",""clay""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",40,35,50,24,"[""organic compost"",""slow-release granular fertilizer""]",4,24,12,2,ruthje
 , ,0,0,0,0,0,0,0,"[""abc"",""abc"",""abc""]","[""abc"",""bca"",""xyz""]","[""E.g Start summer"",""abc"",""xyz""]",0,0,0,0,"[""abx"",""afn""]",0,0,0,0,selection
Flowering Plant,Silvia,20,5,18,0.5,3,600,70,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,12,12,1,silvia
Flowering plant,Tabiro,25.5,10.2,21.8,0.25,6.7,43200,75,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,tabiro
Flowering Plant,Tica,20,10,18,0.3,5,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Starts in spring""]",40,35,50,72,"[""NPK"",""Compost""]",4,24,12,1,tica
Perennial,Tramunt,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Coastal areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,2,tramunt
Shrub,Treenetaler,22,10,18,0.3,5,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,36,4,treenetaler
Flowering Plant,Trixie,24,5,18,0.4,3,28000,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,36,24,0.5,trixi
Flowering Plant,Wintersonne,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic Compost""]",4,24,12,1,wintersonne
Annual Flowering Plant,Acroclinium,22,5,18,0.3,4,28800,60,"[""Sandy Loam"",""Loamy Sand""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer""]",30,35,25,48,"[""Balanced NPK fertilizer"",""Organic compost""]",4,24,12,1,acroclinium
Flower,Bluebell,20,5,18,0.3,3,6000,70,"[""Loamy"",""Sandy""]","[""Woodlands"",""Meadows""]","[""Spring""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,12,6,0.5,blue
Flowering Plant,California Poppy,20,2,18,0.3,4,3000,50,"[""Sandy"",""Loamy""]","[""California"",""Arizona"",""Nevada""]","[""Spring"",""Summer""]",30,38,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,12,12,0.2,california
Vegetable,China,18,5,15,0.4,3,300,70,"[""Loam"",""Silt"",""Clay""]","[""China"",""Japan"",""Korea""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,china
Flowering Plant,Chrysanthemum,20,5,18,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Asia"",""Europe"",""North America""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,48,"[""10-10-10"",""5-10-5""]",4,36,12,0.5,chrysanthemum
Flowering plant,Clarkia,20,5,15,0.3,2,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""Europe"",""Australia""]","[""Late spring"",""Summer""]",40,35,20,24,"[""NPK 10-10-10"",""Fish emulsion"",""Compost""]",4,36,12,0.2,clarkia
Flowering Plant,Coreopsis,20,5,18,0.35,3,60000,60,"[""Loam"",""Sandy"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,36,12,0.5,coreopsis
Annual Flower,Corncockle,18,3,15,0.25,5,3600,50,"[""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,50,48,"[""Organic compost"",""NPK fertilizers""]",4,36,6,0.5,corncockle
Annual Flower,Cornflower,20,5,15,0.2,3,6000,50,"[""Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,10,48,"[""NPK"",""Compost""]",4,36,12,0.5,cornflower
Flowering plant,Crimson,25,5,20,0.3,3,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""temperate climates"",""subtropical regions""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK"",""compost""]",2,24,12,1,crimson
Perennial,Dahlia,20,5,18,0.3,4,6000,60,"[""Loamy"",""Sandy""]","[""United States"",""Mexico"",""Netherlands""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK 10-10-10"",""Compost""]",4,48,24,2,dahlia
Flowering Plant,Double,25,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions"",""Tropical regions""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,double
flowering plant,four,25,10,20,0.3,5,3000,60,"[""loam"",""sandy loam"",""clay loam""]","[""temperate regions"",""subtropical regions""]","[""spring"",""summer""]",40,35,50,24,"[""nitrogen-based fertilizer"",""phosphorus-based fertilizer""]",4,36,12,2,four
Flowering Vine,Ipomoea,25,5,20,0.4,4,3600,70,"[""Sandy loam"",""Clay loam"",""Loamy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,30,48,"[""NPK 10-10-10"",""Organic compost""]",4,120,12,1,ipomoea
Flowering Plant,Larkspur,20,5,18,0.3,4,6000,60,"[""Loam"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4,36,12,1,larkspur
Perennial,Lavatera,20,5,18,0.25,3,300,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""California"",""Australia""]","[""Spring"",""Summer"",""Autumn""]",40,35,15,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,0.5,lavatera
Annual Flower,Marigold,25,5,20,0.3,3,6000,60,"[""Loamy"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""10-10-10"",""5-10-5"",""15-15-15""]",4,24,12,0.5,marigold
Flowering Plant,Mexican Daisy,25 °C,10 mm,20 °C,0.3 m³/m³,5 mm/day,600 seconds,70%,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mexico"",""Southwestern United States"",""Central America""]","[""Spring"",""Summer"",""Autumn""]",30 km/h,35 °C,20 mm,24 hours,"[""NPK 10-10-10"",""Compost"",""Bone meal""]",6 weeks,24 in,12 in,0.5 in,mexican
Flower,Mignonette,15-25,5-10,15-20,0.3-0.5,4-6,3000-3500,40-60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean"",""Temperate""]","[""Spring"",""Summer""]",50,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4-6,12,12x12,1,mignonette
Flowering Plant,Nasturtium,18,2,15,0.3,2.5,18000,60,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,10,24,"[""Organic compost"",""Liquid fertilizer""]",4,12,12,1,nasturtium
Flowering plant,Nigella,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Asia"",""Middle East""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers"",""Potassium-based fertilizers""]",4,24,12,0.5,nigella
Flowering Plant,Orlaya,20-25,5-10,15-20,0.2-0.3,2-4,6-8,60-70,"[""Well-drained soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",20-30,30-35,50-100,24-48,"[""Organic compost"",""Slow-release fertilizer""]",4-6,12-18,12-15,0.1-0.2,orlaya
Flowering Plant,Poppy,20,5,15,0.3,3,6000,50,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,35,20,24,"[""Organic compost"",""All-purpose liquid fertilizer""]",4,36,12,0.5,poppy
Perennial Flower,Rudbeckia,20,5,18,0.2,2,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""United States"",""Canada"",""Europe""]","[""Starts in summer"",""Autumn"",""Spring""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,rudbeckia
Herbaceous perennial,Salvia,22,5,18,0.35,3,18000,60,"[""Loamy"",""Sandy loam""]","[""Mediterranean region"",""Southwestern United States"",""Central and South America""]","[""Spring"",""Summer"",""Fall""]",30,35,30,48,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,24,12,0.5,salvia
Annual,Snapdragon,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,10,24,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,0.25,snapdragon
Houseplant,Spider Plant,25,3,20,0.4,2,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",30,35,20,48,"[""All-purpose liquid fertilizer"",""Slow-release granular fertilizer""]",4,20,12,0.5,spider
Annual,Strawflower,20,5,15,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Bone Meal"",""Compost""]",4,36,12,0.5,strawflower
Flowering plant,Sunflower,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""South America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Early Fall""]",40,40,20,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,24,2,sunflower
Fruit,Sweet,25,5,20,0.3,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,24,2,sweet
Annual,Tagetes,20,5,18,0.3,3,6000,60,"[""Sandy loam"",""Loamy sand""]","[""Full Sun"",""Well-drained soil""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""10-10-10"",""5-10-10""]",4,24,12,0.5,tagetes
Grass,Tassel,25,5,20,0.3,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Summer"",""Spring""]",40,35,20,24,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,1,tassel
Herbaceous perennial,Vervain,20 - 30,3 - 5,15 - 25,0.15 - 0.25,2 - 4,6 - 8,40 - 60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK"",""Compost""]",4,36,12,0.25,vervain
Flowering plant,Xeranthemum,20,5,18,0.3,3,6000,50,"[""Sandy loam"",""Well-drained soil""]","[""Mediterranean regions"",""Dry climates""]","[""Late spring"",""Summer""]",40,35,10,48,"[""Organic compost"",""Slow-release fertilizer""]",4,24,12,0.25,xeranthemum
Flowering plant,Zinnia,20-30,5-15,15-25,0.2-0.4,3-5,24000-28000,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,30,48-72,"[""NPK 10-10-10"",""Compost"",""Liquid seaweed""]",4-6,24,12,0.25,zinnia
Flower,Canterbury Bells,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,12,0.5,canterbury
Flowering plant,Dame,20,5,18,0.3,3,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,24,"[""Compost"",""Organic fertilizer""]",4,24,12,1,dame
Perennial,Siberian,-5,10,5,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Northern Asia"",""North America""]","[""Spring"",""Summer"",""Autumn""]",25,30,50,48,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4,24,12,0.5,siberian
Annual,Summer,25,5,20,0.3,3,3600,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,2,summer
Flowering plant,Viola,18,5,15,0.2,3,30000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Woodlands"",""Gardens""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,24,"[""Organic compost"",""Slow-release fertilizer""]",6,8,12,0.25,viola
Flowering Plant,Cottage,20,5,18,0.4,3,6000,60,"[""Loamy"",""Sandy""]","[""Mild Temperate Regions"",""Coastal Areas""]","[""Spring"",""Summer""]",25,35,10,48,"[""Organic Compost"",""NPK Fertilizer""]",4,24,12,2,cottage
Flowering Plant,Fairy,25,5,20,0.3,4,6000,60,"[""Sandy loam"",""Clay loam"",""Loamy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",30,35,20,48,"[""Organic compost"",""NPK fertilizer""]",4,12,12,0.5,fairy
Ornamental plant,Glory,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,60,12,1,glory
Flowering,Flowering Seed,25,10,20,0.3,5,6000,60,"[""loam"",""sandy"",""clay""]","[""Tropical regions"",""Mediterranean climate zones"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,24,"[""NPK"",""Compost""]",4,36,24,1,flowering
Perennial Plant,Centaury,18,5,15,0.4,3,600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,72,"[""Compost"",""Organic Liquid Fertilizer""]",4,24,12,0.2,centaury
Perennial,Coneflower,25,5,20,0.3,4,6000,50,"[""Well-drained sandy loam"",""Clay loam"",""Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,24,0.5,coneflower
Perennial,Delphinium,21,5,18,0.4,3,3600,50,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Northern Europe"",""North America"",""New Zealand""]","[""Spring"",""Summer""]",40,30,20,72,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,0.25,delphinium
Perennial,Fragrant,22,5,18,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climate zones""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,fragrant
Perennial Flower,Geum,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Organic compost"",""Balanced fertilizer""]",4,24,12,0.5,geum
Perennial Flower,Helenium,20,5,15,0.3,2,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Late Spring"",""Summer"",""Early Fall""]",40,35,50,48,"[""Compost"",""Organic Fertilizer""]",6,36,24,0.5,helenium
